Country,year,avg_temp_mean_f,avg_temp_max_f,avg_temp_min_f,total_precip_mm,avg_sunshine_hrs,total_radiation_mj
Germany,1995,48.20104,54.641438,41.606476,557.0,2677.5583,3938.27
Germany,1996,44.652668,50.97732,38.60257,548.7,2422.7278,3644.8599
Germany,1997,47.80388,54.483627,41.228477,541.1,2667.1377,3953.0503
Germany,1998,48.111435,54.152225,42.050804,735.1,2393.9795,3580.34
Germany,1999,49.236,55.502476,42.97053,590.89996,2642.935,3869.3801
Germany,2000,49.672115,55.951664,43.335438,606.7,2616.6338,3836.3804
Germany,2001,48.25239,54.428146,42.046368,660.0,2449.9175,3719.25
Germany,2002,48.781624,54.94546,42.49538,841.39996,2471.3657,3656.6401
Germany,2003,49.183113,56.521576,41.85379,420.3,2959.2583,4359.8896
Germany,2004,48.17915,54.400764,41.708546,580.60004,2754.7878,3943.6199
Germany,2005,48.62972,55.346638,41.727795,499.7,2746.8694,4040.3801
Germany,2006,49.54026,56.204723,42.924667,499.60004,2878.5225,4157.8496
Germany,2007,49.932102,56.15565,43.576122,814.19995,2709.0762,3981.1199
Germany,2008,49.215115,55.472157,42.750683,554.0,2657.3706,3923.83
Germany,2009,48.739944,55.112392,42.268776,677.80005,2543.1936,3874.37
Germany,2010,45.872334,52.21464,39.27486,700.6,2538.6191,3855.51
Germany,2011,49.726585,57.032722,42.71434,455.4,2883.8706,4199.0303
Germany,2012,48.70556,55.283306,42.08773,619.9,2754.686,4008.87
Germany,2013,47.6681,53.63689,41.50883,666.8,2421.794,3759.6
Germany,2014,50.73439,57.243294,44.20538,590.3,2753.4468,3976.08
Germany,2015,50.143093,56.908695,43.257057,512.6,2826.5056,4083.96
Germany,2016,49.597134,55.895947,43.22601,540.9,2709.6873,4022.9
Germany,2017,49.742786,56.2967,43.368652,712.1,2489.703,3802.3398
Germany,2018,51.657032,59.33401,44.113163,491.0,2812.5522,4362.08
Germany,2019,51.241974,58.614754,43.93908,605.30005,2715.4373,4222.92
Germany,2020,51.350636,58.638485,44.072254,585.7,2770.9517,4187.27
Greece,1995,52.814037,60.595573,45.783054,1034.0,3421.4512,5801.34
Greece,1996,52.70424,60.3615,45.831177,1143.4,3251.5671,5581.6104
Greece,1997,52.596695,60.8064,45.268696,939.4,3447.4675,5906.43
Greece,1998,53.94353,62.17193,46.5642,952.30005,3462.2434,6017.23
Greece,1999,54.761375,63.012756,47.330566,1089.2001,3470.071,5849.71
Greece,2000,53.814198,62.267235,46.29175,666.0,3568.1868,6118.9
Greece,2001,53.76949,61.96432,46.379528,920.80005,3489.3062,6027.29
Greece,2002,53.429077,61.54884,46.238483,1021.60004,3376.6982,5741.94
Greece,2003,53.250652,60.793575,46.248833,1210.5,3300.9946,5837.16
Greece,2004,53.16475,61.1415,45.927322,1008.5,3391.3875,5796.08
Greece,2005,52.53627,60.52802,45.161934,1099.5,3462.0488,5847.9404
Greece,2006,52.801567,60.67103,45.799824,967.7,3449.889,5811.02
Greece,2007,54.437935,62.606155,47.085712,866.69995,3486.2883,5945.7397
Greece,2008,54.40672,62.54511,47.084538,734.9,3527.5088,5972.7705
Greece,2009,53.874027,61.60259,46.780205,1270.2999,3394.5754,5768.16
Greece,2010,54.687496,62.223717,47.764286,1451.7999,3352.293,5678.07
Greece,2011,52.686687,60.67843,45.439583,841.50006,3494.4375,5969.42
Greece,2012,54.661922,62.740604,47.278057,1103.1001,3431.9875,6029.1504
Greece,2013,54.96723,63.13407,47.561607,983.4,3478.125,5916.2
Greece,2014,54.394585,62.404697,47.14193,971.8,3380.5557,5717.58
Greece,2015,54.10593,62.35292,46.837414,1086.3,3494.6016,5857.65
Greece,2016,54.70874,62.5619,47.616737,1190.0,3416.8987,5771.29
Greece,2017,53.492657,61.63305,46.23934,1007.60004,3474.659,5993.12
Greece,2018,54.016094,61.664356,47.346714,1333.9,3333.3503,5619.2803
Greece,2019,54.200943,62.58408,47.08263,1047.4,3438.7295,5925.75
Greece,2020,54.169106,62.44277,47.090878,1021.10004,3483.7922,5911.1494
Honduras,1995,81.04289,82.06096,79.83315,1682.0,3558.0027,7038.48
Honduras,1996,80.79376,81.78524,79.605576,1619.8999,3570.0254,7024.83
Honduras,1997,81.22172,82.16797,80.0383,1414.6001,3617.6367,7206.18
Honduras,1998,81.76212,82.81794,80.47326,1808.2001,3472.2444,6959.81
Honduras,1999,81.164925,82.128525,79.913284,1451.1001,3522.2517,6920.79
Honduras,2000,81.03325,82.04394,79.76664,1426.0,3616.5117,7077.52
Honduras,2001,81.373886,82.46091,80.05432,1776.6,3548.5247,6945.8496
Honduras,2002,81.33622,82.402954,80.062225,1951.0,3538.4373,6996.99
Honduras,2003,81.27532,82.2343,80.05433,1990.2,3457.9521,6875.59
Honduras,2004,80.99298,82.032875,79.69901,1844.7,3541.6453,6935.25
Honduras,2005,81.591034,82.71957,80.189445,2465.4,3340.2495,6712.5205
Honduras,2006,81.32027,82.3751,79.98528,1842.1,3472.1545,6904.0996
Honduras,2007,80.91633,81.9071,79.67485,1714.6001,3633.4653,7084.88
Honduras,2008,81.05297,81.99746,79.87557,1663.2001,3467.8472,6907.83
Honduras,2009,81.46514,82.420715,80.325554,1420.9,3561.7454,7045.4297
Honduras,2010,81.56737,82.62167,80.26934,1957.2999,3479.6611,6915.3696
Honduras,2011,81.090294,82.097206,79.87679,1613.7001,3493.8726,6895.6396
Honduras,2012,81.13325,82.03459,79.98795,1156.9,3632.4924,7132.62
Honduras,2013,80.759254,81.76285,79.57917,2252.5,3398.5154,6791.8706
Honduras,2014,81.090126,82.040245,79.888145,1909.5001,3476.5925,6913.01
Honduras,2015,81.37529,82.40493,80.167755,1984.2,3501.8076,6859.7305
Honduras,2016,81.70251,82.70296,80.54271,1787.9001,3565.5188,7042.4004
Honduras,2017,81.6952,82.71364,80.46809,2037.7,3489.0269,7025.21
Honduras,2018,81.28725,82.284355,80.0383,1748.2,3384.0544,7030.8096
Honduras,2019,81.67548,82.775536,80.400024,1235.2999,3565.555,7183.2
Honduras,2020,81.552864,82.65525,80.26287,2595.1,3465.729,6953.41
Hungary,1995,51.558144,58.628574,44.537033,648.7,2977.391,4596.43
Hungary,1996,49.379307,56.23048,42.664078,699.8,2859.7183,4437.73
Hungary,1997,50.602417,57.912273,43.509556,477.0,3098.3442,4751.64
Hungary,1998,51.30227,58.55953,44.22364,768.1,3026.8271,4623.3604
Hungary,1999,51.805935,58.73657,45.08296,885.3,2941.2634,4552.24
Hungary,2000,54.112114,61.90293,46.35433,438.59998,3238.102,4946.64
Hungary,2001,51.635777,58.934074,44.56909,672.60004,2970.244,4597.6104
Hungary,2002,53.355446,60.64433,46.301285,631.2999,3056.1062,4724.5903
Hungary,2003,52.018364,60.03134,44.130432,407.0,3300.2664,5056.5303
Hungary,2004,51.65493,58.759083,44.793587,651.69995,3014.5854,4629.99
Hungary,2005,50.888783,58.194103,43.701393,762.0,3024.057,4675.25
Hungary,2006,52.58016,59.912243,45.408188,508.2,3023.9077,4647.75
Hungary,2007,54.729794,62.34101,47.159855,544.3,3149.1995,4879.5596
Hungary,2008,53.775047,61.28498,46.672768,572.1,3209.6992,4793.2803
Hungary,2009,53.942398,61.35791,46.604816,570.4,3066.2224,4870.31
Hungary,2010,51.092876,57.98057,44.25126,1033.1,2875.2217,4481.3
Hungary,2011,52.918385,60.811752,45.339886,396.1,3193.7183,4894.61
Hungary,2012,54.154415,62.093994,46.2717,477.7,3229.456,5019.1895
Hungary,2013,53.219685,60.254494,46.227066,725.3,2926.6829,4637.0703
Hungary,2014,54.642742,61.61509,47.865562,798.1,2874.7805,4516.59
Hungary,2015,54.34711,61.710022,47.340843,538.4,2916.8025,4667.7197
Hungary,2016,53.081913,60.223724,46.059544,709.6,3082.1772,4709.91
Hungary,2017,52.786858,61.04878,44.969112,690.5,3112.5737,4902.5303
Hungary,2018,54.757835,62.68136,47.37519,632.0,2984.0017,4771.18
Hungary,2019,54.79161,63.06922,47.137993,730.80005,3073.555,4835.3
Hungary,2020,53.56431,61.60527,46.17003,709.8,2927.638,4819.35
Iceland,1995,35.444332,40.801296,29.921408,545.7,2459.4744,3070.22
Iceland,1996,34.893833,40.564083,29.14441,622.39996,2488.823,3110.75
Iceland,1997,36.59283,41.988068,31.18042,530.6,2687.322,3301.27
Iceland,1998,34.305016,39.305077,29.380913,763.30005,2114.092,2748.74
Iceland,1999,35.34628,40.64743,30.16872,591.30005,2392.082,3014.1099
Iceland,2000,37.514645,42.588093,32.478344,866.1,2279.2236,2890.1
Iceland,2001,34.865078,39.95357,29.738447,701.2001,2232.4468,2845.61
Iceland,2002,36.51715,42.010994,30.817955,435.5,2658.4084,3264.21
Iceland,2003,36.796925,42.323162,31.278067,525.7,2522.1338,3059.9102
Iceland,2004,36.03617,41.261948,30.75654,628.7001,2417.0916,2945.71
Iceland,2005,37.107075,42.39689,31.701681,689.3,2440.4429,3010.7302
Iceland,2006,37.919758,43.449512,32.1756,580.1,2538.3455,3204.4
Iceland,2007,36.91347,42.260777,31.406528,573.5,2480.6409,3090.3
Iceland,2008,37.01532,42.022034,31.807278,619.0,2407.0642,3017.69
Iceland,2009,35.735714,40.83064,30.525763,648.3,2489.7888,3111.08
Iceland,2010,32.625916,37.954338,27.348146,537.4,2470.3987,3041.27
Iceland,2011,38.40741,43.57502,33.23439,671.7,2463.2896,2986.72
Iceland,2012,34.919163,39.590065,30.2458,817.4,2227.7522,2831.79
Iceland,2013,37.324635,42.72557,31.937654,591.7,2575.4673,3097.33
Iceland,2014,38.714123,43.788063,33.524616,470.2,2464.4302,3137.67
Iceland,2015,38.161182,43.279625,33.111103,669.2,2317.3723,2858.8499
Iceland,2016,36.969494,42.215767,31.62995,542.5,2359.6694,2946.65
Iceland,2017,35.831184,41.526398,30.319761,702.0,2263.5093,2928.48
Iceland,2018,36.772957,43.080776,30.482008,560.8,2599.4673,3307.08
Iceland,2019,35.87988,42.02297,29.83672,725.6,2371.4854,3040.75
Iceland,2020,38.928455,44.457542,33.306644,804.9,2445.129,3103.27
Japan,1995,47.200935,55.77897,39.48306,1196.2,3095.534,5577.19
Japan,1996,46.984776,55.47947,39.27652,1242.8,3146.1875,5608.85
Japan,1997,48.238697,56.9793,40.342125,1197.5999,3150.4019,5625.55
Japan,1998,49.54988,57.53385,42.509274,1554.5,2887.95,5254.3
Japan,1999,49.06051,57.539276,41.627525,1280.0,3077.5183,5501.26
Japan,2000,49.02278,57.42234,41.33447,1153.2,3204.6245,5660.64
Japan,2001,48.102303,56.552975,40.131554,1170.0,3159.2722,5668.3604
Japan,2002,48.44236,57.219467,40.22377,1095.3,3136.82,5596.58
Japan,2003,47.699234,55.704014,40.163853,1465.0,2909.2134,5265.01
Japan,2004,50.684532,59.260216,42.71103,1396.2,3218.9978,5694.82
Japan,2005,49.56099,57.705715,42.286125,828.89996,3260.861,5725.51
Japan,2006,49.928146,58.1779,42.719357,1335.7,2984.4917,5344.26
Japan,2007,50.57488,58.96892,43.189083,1144.0,3176.9998,5600.37
Japan,2008,49.763725,58.017174,42.45701,1177.2,3127.51,5607.63
Japan,2009,50.186096,58.28837,42.902317,1336.6001,3064.6777,5471.5195
Japan,2010,50.122383,58.234615,42.81133,1493.0,3040.404,5397.54
Japan,2011,49.434753,57.577248,42.010204,1234.9,3172.4094,5578.41
Japan,2012,48.823498,56.679222,41.610126,1243.0,3138.022,5535.88
Japan,2013,49.86186,58.35396,41.950535,1132.1001,3253.304,5776.97
Japan,2014,48.712093,57.04119,40.89914,1103.5,3103.0645,5598.9
Japan,2015,50.4451,58.65059,43.17084,1213.3,3006.294,5445.56
Japan,2016,51.05596,59.337948,43.700325,1347.6,3095.6436,5431.15
Japan,2017,48.109562,56.599274,41.156254,1534.7999,3152.39,5563.6396
Japan,2018,49.83052,58.587654,42.53116,1633.6001,3167.574,5570.38
Japan,2019,49.37849,57.963326,42.13787,1709.5999,3120.1396,5452.38
Japan,2020,49.957745,58.498383,42.930595,1762.7001,3086.795,5431.13
Kazakhstan,1995,43.63354,52.735146,34.38526,205.59998,3413.1016,5382.3203
Kazakhstan,1996,38.83041,47.997482,29.684202,252.20001,3387.6494,5390.88
Kazakhstan,1997,43.054836,51.939945,33.972736,204.0,3292.9338,5392.2705
Kazakhstan,1998,41.383663,50.019615,32.61386,203.40001,3237.2703,5331.88
Kazakhstan,1999,42.516304,51.276653,33.300823,219.40001,3247.68,5282.89
Kazakhstan,2000,41.90453,50.07953,33.559612,232.2,3194.805,5278.49
Kazakhstan,2001,42.913456,51.486988,34.258026,189.0,3265.98,5287.2803
Kazakhstan,2002,43.964607,52.23904,35.444054,267.6,3159.9683,5061.21
Kazakhstan,2003,41.123966,49.66948,32.495014,284.1,3146.2356,5106.04
Kazakhstan,2004,44.10004,52.779533,35.20076,291.8,3203.8867,5223.09
Kazakhstan,2005,44.475502,53.496082,35.60433,139.6,3388.0269,5377.63
Kazakhstan,2006,43.94737,53.04238,34.697174,179.00002,3339.4006,5441.16
Kazakhstan,2007,43.49321,52.392162,34.54208,203.0,3346.9927,5406.01
Kazakhstan,2008,44.539936,53.508133,35.65027,207.6,3428.8362,5471.63
Kazakhstan,2009,43.12462,52.07408,34.32633,217.70001,3289.7708,5338.9795
Kazakhstan,2010,44.349144,53.876793,34.73293,190.0,3439.4778,5538.08
Kazakhstan,2011,41.779816,51.09715,32.50931,185.20001,3401.5684,5406.33
Kazakhstan,2012,42.53583,51.47797,33.5033,253.7,3465.12,5491.77
Kazakhstan,2013,45.09937,54.06246,36.098217,252.20001,3255.0112,5230.45
Kazakhstan,2014,41.032375,50.100986,31.768847,197.3,3345.0283,5489.9697
Kazakhstan,2015,43.80105,52.50978,34.930683,280.7,3199.619,5300.51
Kazakhstan,2016,43.300465,51.409847,35.094776,274.6,3216.5261,5238.66
Kazakhstan,2017,43.090977,51.959034,34.052734,201.6,3242.25,5443.24
Kazakhstan,2018,40.51243,49.69325,30.82974,157.2,3303.2058,5382.51
Kazakhstan,2019,43.45184,52.716507,33.712452,229.4,3145.3416,5335.12
Kazakhstan,2020,43.466183,52.681503,33.831913,214.1,3259.3323,5384.16
Kenya,1995,72.0781,81.12344,64.16498,715.19995,3853.2373,7540.89
Kenya,1996,72.46407,81.65835,64.33457,597.6,3846.1646,7540.5996
Kenya,1997,72.64146,81.81608,64.53805,1013.7,3843.6,7673.3496
Kenya,1998,72.07941,80.796234,64.38886,755.10004,3827.0955,7448.8105
Kenya,1999,72.65212,82.218735,64.18397,473.59998,3937.6355,7847.3296
Kenya,2000,73.12764,83.17974,64.087685,358.9,3979.802,8121.74
Kenya,2001,72.68803,81.952675,64.52596,675.30005,3902.5977,7736.3696
Kenya,2002,72.34191,81.44152,64.5124,807.0,3886.9016,7713.46
Kenya,2003,72.925064,82.17114,64.72519,656.4,3894.52,7804.1196
Kenya,2004,72.76852,82.00458,64.65965,670.5,3918.0854,7760.29
Kenya,2005,73.285934,82.691414,64.865005,487.6,3930.9817,7917.1504
Kenya,2006,73.228455,82.3827,65.25854,897.4,3901.265,7664.55
Kenya,2007,73.13752,82.24487,65.004814,603.19995,3931.416,7693.4404
Kenya,2008,72.93258,82.33973,64.523926,538.0,3928.546,7796.72
Kenya,2009,74.01576,83.680916,65.48884,536.30005,3980.5386,8056.8105
Kenya,2010,73.5144,82.61572,65.4664,573.89996,3898.5073,7671.49
Kenya,2011,73.8268,83.23833,65.351006,540.69995,3886.4658,7723.5596
Kenya,2012,73.6622,83.19745,65.05482,678.7,3928.325,7933.02
Kenya,2013,72.88367,81.92851,64.84627,771.19995,3838.2332,7566.56
Kenya,2014,73.68366,83.048706,65.369995,582.9,3928.7263,7772.68
Kenya,2015,74.08407,83.65577,65.51942,828.9,3952.8525,8035.73
Kenya,2016,73.47508,82.60818,65.336784,575.9,3880.2302,7689.29
Kenya,2017,75.24496,85.377754,66.95439,778.39996,3803.0808,7636.1396
Kenya,2018,73.18716,82.340935,65.891396,1428.7,3693.3242,7362.89
Kenya,2019,74.47469,84.10962,66.76106,1738.9,3783.6716,7564.13
Kenya,2020,73.87336,82.89603,66.5384,1549.4,3736.8132,7516.86
Liechtenstein,1995,48.120075,56.018654,39.934544,1667.3,2831.0728,4261.3203
Liechtenstein,1996,47.074978,54.87313,39.17059,1386.3999,2861.5745,4384.7803
Liechtenstein,1997,49.426872,57.59107,41.201946,1250.3999,2999.2166,4505.8096
Liechtenstein,1998,48.108753,56.10644,40.051674,1391.7,2852.5945,4316.4697
Liechtenstein,1999,48.313957,56.0771,40.55444,1793.8999,2749.7888,4196.5503
Liechtenstein,2000,49.470448,57.509937,41.32002,1612.7,2809.0327,4341.89
Liechtenstein,2001,48.97363,56.51131,41.27,1724.7002,2796.3245,4303.88
Liechtenstein,2002,49.939587,58.04772,41.987286,1619.5,2791.2585,4323.11
Liechtenstein,2003,50.006733,58.887566,40.40945,983.1,3226.427,4968.4697
Liechtenstein,2004,48.7148,56.438046,40.780262,1242.2,2947.0977,4484.45
Liechtenstein,2005,48.089542,56.33551,39.42241,1300.7,2947.587,4472.71
Liechtenstein,2006,49.478676,58.06671,40.780056,1337.3999,3095.0325,4633.3203
Liechtenstein,2007,49.67945,57.736053,41.332138,1523.2001,2922.6633,4459.96
Liechtenstein,2008,49.492214,57.08919,41.803707,1481.9,2865.8352,4393.5396
Liechtenstein,2009,49.83498,57.349667,42.015892,1360.6,2935.3184,4479.9
Liechtenstein,2010,47.85396,55.382984,39.788082,1512.9999,2719.9456,4286.9
Liechtenstein,2011,51.311718,59.82874,42.448383,1295.0,3102.2903,4653.16
Liechtenstein,2012,49.4039,57.17895,41.45207,1479.4,2906.9329,4495.81
Liechtenstein,2013,48.61563,56.39296,40.67378,1450.1,2782.399,4301.7803
Liechtenstein,2014,51.88548,59.65071,44.200798,1407.1,2894.438,4428.87
Liechtenstein,2015,51.343857,59.455673,43.174305,1311.3999,2992.1538,4514.42
Liechtenstein,2016,50.544537,58.4145,42.463356,1472.5,2903.4236,4385.9697
Liechtenstein,2017,50.62299,59.38779,41.520943,1994.6001,2869.2703,4596.17
Liechtenstein,2018,52.450577,60.90028,43.55987,1480.3,3007.939,4801.12
Liechtenstein,2019,51.61639,59.974144,43.027023,1846.1,2779.9866,4592.88
Liechtenstein,2020,52.545776,61.11984,43.723038,1752.1001,3003.486,4732.58
Madagascar,1995,79.58889,91.16622,66.27049,24.699999,4001.5134,8594.96
Madagascar,1996,80.05793,91.574135,66.68619,50.299995,4007.2534,8556.83
Madagascar,1997,80.47322,91.93998,67.20551,24.3,4029.4512,8564.721
Madagascar,1998,81.59173,93.04364,68.10748,18.3,4034.7817,8596.74
Madagascar,1999,80.70005,92.69104,66.41819,4.8999996,4056.81,8765.75
Madagascar,2000,80.31574,92.415855,66.19168,1.2,4069.6409,8819.24
Madagascar,2001,80.11047,92.065475,66.10356,0.9,4038.8267,8735.76
Madagascar,2002,80.53964,92.39169,66.44532,15.8,4036.7773,8721.61
Madagascar,2003,81.31791,93.01849,67.49129,14.499999,4031.4126,8690.83
Madagascar,2004,80.7287,92.34185,67.046684,10.2,4013.2866,8628.91
Madagascar,2005,81.15699,92.64272,67.81307,4.5,4048.7446,8616.47
Madagascar,2006,81.31387,92.684875,68.04584,10.7,4019.986,8552.87
Madagascar,2007,80.7993,92.39812,67.238304,6.4000006,4054.8433,8706.48
Madagascar,2008,79.48868,91.242165,65.68561,37.3,4025.0334,8736.76
Madagascar,2009,81.2634,93.21526,67.177155,17.599998,4044.3223,8721.311
Madagascar,2010,81.70106,93.12527,68.196,3.1,4039.575,8643.811
Madagascar,2011,80.63827,92.143394,67.18036,4.3,4006.2605,8618.93
Madagascar,2012,80.92896,92.81102,66.9225,2.5,4051.156,8732.35
Madagascar,2013,80.25702,91.723724,66.811485,6.6,4018.8745,8652.779
Madagascar,2014,80.67058,92.19223,66.84378,1.4000001,4046.156,8689.91
Madagascar,2015,81.63953,93.31612,67.90923,3.9,4044.8977,8707.2705
Madagascar,2016,81.32076,92.6528,67.94313,12.499999,4037.937,8590.721
Madagascar,2017,82.001015,93.13005,69.798096,9.999999,3961.7153,8524.19
Madagascar,2018,82.16965,92.91775,70.5144,14.4,3882.1445,8333.34
Madagascar,2019,82.828476,93.21931,71.832344,52.4,3868.6448,8262.83
Madagascar,2020,82.05494,92.66519,70.86159,18.6,3885.0886,8276.42
Malaysia,1995,76.83147,84.14753,71.54876,2463.2,3229.7673,6208.89
Malaysia,1996,76.3936,83.486855,71.01522,2329.1,3273.871,6273.4404
Malaysia,1997,76.8174,84.24962,71.31574,2076.7,3390.5833,6397.3604
Malaysia,1998,78.6606,86.319855,73.16852,2000.0,3397.9473,6472.64
Malaysia,1999,76.23413,83.34098,70.94416,2304.3,3209.2844,6174.1396
Malaysia,2000,76.93374,84.28259,71.42341,2317.0,3436.2578,6564.58
Malaysia,2001,77.05185,84.461174,71.61805,2003.2,3310.2683,6311.04
Malaysia,2002,78.85173,87.00805,72.84723,1311.0,3715.4663,6939.1797
Malaysia,2003,78.46747,86.374596,72.79964,1626.8,3446.2627,6572.99
Malaysia,2004,78.51616,86.45907,72.61899,1704.8,3611.4988,6825.12
Malaysia,2005,79.27368,87.60206,73.10983,1496.7,3435.4963,6701.79
Malaysia,2006,76.44459,83.337036,71.267426,2421.8003,3216.3555,6108.54
Malaysia,2007,76.518555,83.42605,71.361855,2396.2,3083.6536,5931.99
Malaysia,2008,76.179695,83.08505,71.009315,2713.0,3187.541,6068.84
Malaysia,2009,77.41879,84.63081,72.08161,1752.4001,3197.037,6164.91
Malaysia,2010,77.68649,84.71588,72.49783,2322.1,3217.0984,6216.96
Malaysia,2011,75.94999,82.46293,71.083725,2438.9,3084.409,5890.18
Malaysia,2012,76.074165,82.709564,71.04153,2529.2,3099.4338,5976.8804
Malaysia,2013,76.73761,83.24087,71.90112,2311.6,3033.515,5872.35
Malaysia,2014,77.23482,84.44489,71.88558,2298.9,3267.8682,6272.94
Malaysia,2015,78.083954,85.476326,72.60336,1921.2,3564.2717,6631.09
Malaysia,2016,79.233795,86.701096,73.7644,1582.3,3317.6533,6447.3604
Malaysia,2017,77.9565,85.20654,72.97412,3376.9001,3061.084,6110.01
Malaysia,2018,78.33322,86.58564,72.682495,2937.8,3142.5378,6354.4307
Malaysia,2019,79.69738,88.78114,73.240974,2486.0,3436.1968,6793.87
Malaysia,2020,78.90723,86.78886,73.16615,3426.3003,3131.7698,6356.73
Mongolia,1995,32.89411,43.646973,22.92996,283.9,3589.427,5756.7
Mongolia,1996,30.684778,41.860207,20.103815,291.80002,3624.8093,5835.34
Mongolia,1997,34.449978,45.61982,24.054838,228.79999,3521.4534,5671.2
Mongolia,1998,34.284084,44.9198,24.401768,305.80002,3483.4573,5619.6
Mongolia,1999,33.59241,44.413574,23.378235,326.6,3507.736,5697.8496
Mongolia,2000,30.7278,42.34537,19.42783,301.9,3548.8994,5797.38
Mongolia,2001,32.780544,43.903164,22.002836,259.4,3535.996,5788.59
Mongolia,2002,34.607246,45.872807,23.568592,191.2,3638.4944,5935.75
Mongolia,2003,31.987608,42.948673,21.409084,316.19998,3506.266,5686.83
Mongolia,2004,33.804417,44.956112,23.109716,237.90001,3636.8867,5798.67
Mongolia,2005,32.816017,43.68791,22.440262,185.8,3610.8708,5811.84
Mongolia,2006,34.16535,45.318264,23.764374,225.4,3631.0613,5840.44
Mongolia,2007,36.20504,47.101498,25.982561,306.5,3573.416,5821.17
Mongolia,2008,34.42365,45.462177,24.169554,255.3,3604.3577,5853.36
Mongolia,2009,32.99793,44.85544,21.631,271.1,3585.7957,5858.04
Mongolia,2010,30.879013,42.87914,19.168701,253.90001,3542.5356,5827.31
Mongolia,2011,30.63243,42.34949,19.415524,327.80002,3527.9207,5808.7197
Mongolia,2012,29.467186,40.92996,18.045128,271.1,3595.869,5862.9
Mongolia,2013,32.727116,44.3433,21.850946,306.60004,3550.4744,5731.71
Mongolia,2014,34.002155,45.020397,23.688179,256.4,3564.6072,5780.5103
Mongolia,2015,34.478397,45.8378,23.56662,236.9,3539.4832,5813.06
Mongolia,2016,32.3717,43.27251,21.958897,353.90002,3454.5464,5590.76
Mongolia,2017,35.933464,45.772465,26.411617,258.6,3532.2634,5792.76
Mongolia,2018,34.06069,43.86718,24.820713,389.60004,3414.3606,5617.89
Mongolia,2019,35.384575,45.469425,26.253561,279.7,3431.4011,5664.5
Mongolia,2020,35.17491,45.30244,25.631294,246.4,3584.7195,5797.16
Montenegro,1995,54.042873,61.596634,45.841213,2255.7002,3152.1968,5048.43
Montenegro,1996,54.18627,61.458607,46.432293,2639.5002,3020.1252,4958.5303
Montenegro,1997,54.424652,62.39603,46.208855,1585.3,3316.2183,5328.49
Montenegro,1998,55.005608,62.720528,47.095783,1817.9,3291.0388,5273.91
Montenegro,1999,56.077538,63.73124,47.92625,1976.3,3265.1042,5243.88
Montenegro,2000,56.670433,64.81049,47.97385,1743.7999,3446.6729,5549.17
Montenegro,2001,56.277584,63.753437,48.16469,2001.7,3207.6584,5164.83
Montenegro,2002,56.563313,63.9968,48.790497,1762.1001,3125.775,4933.34
Montenegro,2003,56.532112,64.72691,47.894447,1777.0,3374.4585,5448.03
Montenegro,2004,55.738735,63.329426,47.69672,2503.2,3156.227,5047.09
Montenegro,2005,54.349422,62.04343,46.26285,2137.7,3196.87,5096.17
Montenegro,2006,55.062675,63.350277,46.70003,1629.6,3261.1313,5232.65
Montenegro,2007,57.413544,65.35592,49.13842,1740.8,3304.8748,5340.8
Montenegro,2008,57.116615,64.932945,48.931637,1870.3,3257.9744,5251.45
Montenegro,2009,56.864353,64.42264,48.64404,2098.5,3112.8945,5110.5303
Montenegro,2010,56.759224,63.633102,49.1537,3077.9,3043.2034,4976.5303
Montenegro,2011,57.021084,65.596085,48.06803,1029.1,3486.028,5530.48
Montenegro,2012,57.45187,65.57451,48.460487,1911.2,3297.9556,5470.59
Montenegro,2013,57.36899,64.863266,49.348255,2318.0,3172.4895,5088.54
Montenegro,2014,57.639484,64.71039,50.10031,2005.5,3096.823,4916.4004
Montenegro,2015,57.91017,66.41151,49.15913,1287.2,3445.435,5490.14
Montenegro,2016,57.535233,64.91791,49.871925,2348.8,3214.9172,5105.9697
Montenegro,2017,55.709183,65.47837,46.05711,1774.0,3405.2517,5578.99
Montenegro,2018,57.30252,66.74824,48.221302,1952.0001,3217.3608,5260.6504
Montenegro,2019,57.09483,66.4124,47.97966,2115.7998,3239.5452,5442.05
Montenegro,2020,57.074745,66.85453,48.039864,1975.0,3332.1165,5530.6396
Morocco,1995,71.14631,82.652534,59.38273,68.7,3958.78,7770.29
Morocco,1996,70.78524,82.3324,58.750427,52.6,3934.601,7756.88
Morocco,1997,72.204666,83.66497,59.91705,13.299999,3964.264,7747.59
Morocco,1998,71.08089,82.653275,58.891785,32.800003,3968.7373,7804.6396
Morocco,1999,73.607315,85.114586,61.425846,40.6,3922.48,7761.98
Morocco,2000,71.14712,83.04502,58.494194,12.4,4002.5076,7903.0
Morocco,2001,73.488304,85.30174,60.94206,11.1,3986.5996,7893.4795
Morocco,2002,72.482346,84.12336,59.987328,12.4,4011.8894,7886.1797
Morocco,2003,72.280815,83.45563,60.271378,37.700005,3950.6123,7768.59
Morocco,2004,71.64846,82.92797,59.561657,48.200005,3947.703,7796.3696
Morocco,2005,71.93904,83.320755,59.63324,29.3,3962.9966,7775.6997
Morocco,2006,72.16731,83.71132,59.581955,48.800003,3958.254,7775.83
Morocco,2007,72.14451,83.59396,59.724968,40.9,3984.2644,7832.0303
Morocco,2008,72.03435,83.19846,60.03649,11.099999,3988.1914,7819.2305
Morocco,2009,71.35869,82.56894,59.220234,53.300003,3950.7312,7784.5503
Morocco,2010,73.49186,84.696884,60.901627,17.2,3960.7563,7764.5103
